sku,slug,nome_original,titulo_seo,descricao_seo,marca,tipo_produto,preco,estoque,imagem,alertas
PCT-500,pote-plastico-500ml-totalplast-24-unidade-microondas-freezer,"Pote Plástico 500ml Totalplast 24 Unidade Microondas Freezer","Vivaliz Utilidades Domésticas Pote Plástico 500ml Totalplast 24 Unidade Microondas Freezer PCT-500","Marmita Descartável 500ml Totalplast Freezer e Micro-ondas 24 UnidadesA Marmita Descartável 500ml da Totalplast é a solução ideal para armazenar, transportar e conservar alimentos com praticidade, higiene e segurança. Fabricada em plástico resistente de alta qualidade, pode ser utilizada tanto no freezer quanto no micro-ondas, oferecendo mais versatilidade para o dia a dia.Com capacidade de 500ml, é perfeita para refeições individuais, marmitas fitness, delivery, congelamento de alimentos, organização de refeições e preparo antecipado. Sua tampa possui excelente vedação, ajudando a evitar vazamentos e mantendo os alimentos protegidos por mais tempo.A embalagem contém 24 unidades, sendo uma excelente opção para uso doméstico, restaurantes, lanchonetes, cozinhas industriais e serviços de delivery.Benefícios do ProdutoCompatível com freezer e micro-ondasMaterial resistente e durávelTampa com ótimo encaixe e vedaçãoIdeal para armazenamento e transporte de alimentosExcelente para delivery e marmitas fitnessFácil empilhamento e organizaçãoPraticidade no uso diárioEspecificações TécnicasCapacidade: 500mlQuantidade: 24 unidadesMaterial: Plástico resistenteMarca: TotalplastUso indicado: Freezer e micro-ondasCor: TransparenteAplicaçõesMarmitas fitnessDelivery de refeiçõesCongelamento de alimentosOrganização alimentarRefeições individuaisUso doméstico e comercial Categoria: Utilidades Domésticas. Uso relacionado: rodizio, silicone gel. Disponivel em estoque para venda online.",Vivaliz,"Utilidades Domésticas",33.15,1404,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/e3cbca413df4c5c1da8c1118b043639f.jpg,
AH-2UC1-6SIO,sifao-multissifao-tubo-extensivel-krona,"Sifão Multissifão Tubo Extensível - Krona","Vivaliz Hidráulica Sifão Multissifão Tubo Extensível - Krona AH-2UC1-6SIO","Sifão Multissifão Tubo Extensível - Krona é indicado para quem busca uma compra mais segura, com identificação clara de produto, marca, modelo e medidas principais.   Características principais: Marca: Krona   SKU: AH-2UC1-6SIO   Categoria: Outros Confira as dimensões, compatibilidade e aplicação antes da compra. Imagens meramente ilustrativas. Categoria: Hidráulica. Disponivel em estoque para venda online.",Vivaliz,Hidráulica,23.90,5,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/b998f54f1bf1d9358c21a820b70fdb0f.jpg,
16-52ZG-AKB9,disjuntor-bipolar-100a-ul-soprano,"Disjuntor Bipolar 100A Ul Soprano","Elétrica Disjuntor Bipolar 100A Ul Soprano 0.30kg 16-52ZG-AKB9","Informações do Produto: Disjuntor Bipolar 100A Norma UL Marca Soprano Informações Técnicas: Código Interno: 7985 Marca: Soprano Modelo: Nema Embalagem: 1 Peso: 0.30Kg Identificação: Disjuntor Bipolar norma UL Corrente Nominal: 100A Polos: 2 Garantia: Contra defeito de fabricação (Pelo Fabricante). Principais atributos: 0.30kg. Marca Soprano. Categoria: Elétrica. Disponivel em estoque para venda online.",Soprano,Elétrica,153.90,1,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/b37a04662c0db875e472eed7bf39ff4b.jpg,
9C-M51D-ITZ7,macarico-portatil-culinario-gas-melfi,"Maçarico portátil  culinário a gás MELFI","Vivaliz Ferramentas Manuais Maçarico portátil culinário a gás MELFI 9C-M51D-ITZ7","MAÇARICO MULTIUSO PORTÁTIL A GÁS ​Material: Cobre, Zinco, Aço e Plástico. APLICAÇÃO: É indicado para pequenos reparos, aquecimento, encolher, fundir, gratinar, dourar e descongelar; Pode ser usado para culinária, artesanato, acendimento de churrasqueira, lareira, etc. Orientações Gerais Encaixe o refil de gás (não acompanha) na base de conexão do maçarico; Abra o gás girando levemente o botão de controle de chama no sentido anti-horário; Aperte o gatilho para acender a chama (ATENÇÃO: durante este procedimento nunca aponte a chama do maçarico para sí mesmo, pessoas, animais - risco de queimaduras graves); Ajuste a intensidade da chama girando o botão de controle de chama; Para desligar a chama, gire o botão de controle de chama no sentido horário até fechar totalmente a saída de gás; ATENÇÃO: Durante e após o uso, o cilindro de chama fica muito quente, nunca toque no bico até que o mesmo resfrie completamente (RISCO DE QUEIMADURAS GRAVES); Ao executar o trabalho, segure o maçarico somente pelo corpo plástico; A chama pode ser perigosa se usada inadequadamente; Risco de explosão: Nunca opere o maçarico em atmosferas explosivas como: Líquidos inflamáveis, gases ou poeiras. Utilize sempre em ambientes arejados e bem ventilados; Risco de monóxido de carbono: A queima do gás do maçarico produz monóxido de carbono (CO) que é invisível, não tem cheiro e pode matar. Se utilizado em ambientes fechados pode ser perigoso. Use somente em ambientes bem ventilados. Se sentir dor de cabeça ou náusea, desligue e maçarico e respire ar fresco rapidamente; Guarde o maçarico sempre com o refil de gás desconectado da base e fora do alcance de crianças e ou de pessoas não familiarizada com o seu uso. Material: Cobre, Zinco, Aço e Plástico. Produto sem validade. Categoria: Ferramentas Manuais. Uso relacionado: rodizio, ferramenta, silicone gel. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",49.00,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/619882dd76ed797eae0413f5f8df10d3.jpg,
Pote500,pote-marmita-fit-retangular-tampa-500ml-144un-totalplast,"Pote Marmita Fit Retangular Com Tampa 500ml 144un Totalplast","Vivaliz Utilidades Domésticas Pote Marmita Fit Retangular Com Tampa 500ml 144un Totalplast Pote500","Pote Marmita Fit Retangular Com Tampa 500ml 144un Totalplast Perfeitos para armazenar alimentos, ideal para as marmitas fitness. Os potes possuem tampa não fixa com excelente vedação, podem ir ao freezer e ao microondas sem problemas. Características gerais: Capacidade: 500mlDimensões internas: 14x10x5cmDimensões externas: 16x12x5,5cmModelo: KPR-500Marca: TotalplastMaterial: Plástico PP Produto 100% reciclável e livre de Bisfenol. Categoria: Utilidades Domésticas. Disponivel em estoque para venda online.",Vivaliz,"Utilidades Domésticas",149.00,234,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/b4127448ba152c2e417764cfe7ee0c1f.jpg,
Potr250,pote-marmita-fit-retangular-tampa-250ml-caixa-144un-totalplast,"Pote Marmita Fit Retangular C Tampa 250ml Cx144un Totalplast","Vivaliz Utilidades Domésticas Pote Marmita Fit Retangular C Tampa 250ml Cx144un Totalplast Potr250","Pote Marmita Fit Retangular Com Tampa 250ml 144un Totalplast Perfeitos para armazenar alimentos, ideal para as marmitas fitness. Os potes possuem tampa não fixa com excelente vedação, podem ir ao freezer e ao microondas sem problemas. Características gerais: Capacidade: 250mlDimensões internas: 14x10x5cmDimensões externas: 16x12x5,5cmModelo: KPR-250Marca: TotalplastMaterial: Plástico PP Produto 100% reciclável e livre de Bisfenol. Categoria: Utilidades Domésticas. Disponivel em estoque para venda online.",Vivaliz,"Utilidades Domésticas",132.05,240,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/0f2d542d1587f9a2f271453ef856451c.jpg,
SKU-343577002,chave-teste-140mm-100-500v,"Chave Teste 140MM 100/500V","Vivaliz Testadores e Instrumentos Chave Teste 140MM 100/500V 130mm SKU-343577002","Chave teste é indicado para medição de corrente elétrica. Produto leve, oferece praticidade e desempenho. Fabricada em material de alta resistência. - Capacidade 100V a 500V- Medida: 130mm- Haste niquelada Obs: Não indicada para soltar ou apertar parafusos Principais atributos: 140mm, 130mm. Categoria: Testadores e Instrumentos. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Testadores e Instrumentos",8.90,13,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/c95cc3b3a076ec2b89e7043aa30c2726.jpg,
JVAQMA44,vaso-decorativo-plantas-antique-44-70l-macchiato-japi,"Vaso Decorativo Plantas Antique 44 (70l) Macchiato Japi","Vasos Decorativos Vaso Decorativo Plantas Antique 44 (70l) Macchiato Japi 70 litros 73 cm 43 cm JVAQMA44","Descrio do Produto O Vaso Decorativo Antique 44 Macchiato Japi combina sofisticao, resistncia e design atemporal para valorizar ambientes internos e externos. Inspirado em vasos artesanais clssicos, possui acabamento texturizado na elegante cor Macchiato, proporcionando um visual rstico e contemporneo ao mesmo tempo. Fabricado em polietileno rotomoldado de alta qualidade, o vaso leve, resistente e ideal para projetos de paisagismo, decorao residencial, reas gourmet, jardins, varandas e ambientes comerciais. Sua capacidade de 70 litros oferece excelente espao para plantas ornamentais, folhagens e pequenos arbustos. A linha Antique da Japi reconhecida pelo acabamento premium, resistncia aos raios UV e alta durabilidade, mantendo a beleza do produto mesmo em exposio ao tempo. Caractersticas Modelo: Antique 44 Cor: Macchiato Material: Polietileno rotomoldado Capacidade: 70 litros Uso interno e externo Resistente ao sol e chuva Acabamento texturizado sofisticado Leve e resistente Ideal para decorao e paisagismo Dimenses Aproximadas Altura: 73 cm Dimetro superior: 43 cm Dimetro interno: 32 cm Base: 24 cm Principais atributos: 70l, 70 litros, 73 cm, 43 cm, 32 cm, 24 cm. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Produto temporariamente sem estoque.",Japi,"Vasos Decorativos",574.24,0,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/89eb7ec3a0e09c6f787b21bdb274da8e.jpeg,sem_estoque
JVAQAC44,vaso-decorativo-plantas-antique-44-70l-aco-corten-japi,"Vaso Decorativo Plantas Antique 44 (70l) Aco Corten Japi","Vasos Decorativos Vaso Decorativo Plantas Antique 44 (70l) Aco Corten Japi 70 litros 73 cm 43 cm JVAQAC44","O Vaso Decorativo Antique 44 Ao Corten Japi a escolha perfeita para quem deseja unir sofisticao, resistncia e elegncia na decorao de ambientes internos e externos. Com design inspirado em vasos artesanais clssicos, o modelo possui acabamento premium na cor Ao Corten, trazendo um visual moderno, rstico e contemporneo ao mesmo tempo. Fabricado em polietileno rotomoldado de alta qualidade, o vaso oferece excelente resistncia ao sol, chuva e variaes climticas, sem perder a beleza e o acabamento sofisticado. Sua capacidade de 70 litros proporciona amplo espao para plantas ornamentais, folhagens, flores e pequenos arbustos, sendo ideal para projetos de paisagismo e decorao. Leve e durvel, o Vaso Antique 44 Japi perfeito para jardins, varandas, reas gourmet, entradas, salas comerciais e ambientes modernos que valorizam peas decorativas de destaque. Caractersticas Modelo: Antique 44 Cor: Ao Corten Material: Polietileno rotomoldado Capacidade: 70 litros Uso interno e externo Resistente aos raios UV e intempries Acabamento texturizado sofisticado Leve, resistente e durvel Ideal para decorao e paisagismo Dimenses Aproximadas Altura: 73 cm Dimetro superior: 43 cm Dimetro interno: 32 cm Base: 24 cm Principais atributos: 70l, 70 litros, 73 cm, 43 cm, 32 cm, 24 cm. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",574.24,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/de04df42da93bda0dcb833d0f3727955.jpg,
JVAQCQ56,vaso-decorativo-plantas-antique-56-46l-cimento-queimado-japi,"Vaso Decorativo Plantas Antique 56 (46l) Cimento Queim Japi","Vasos Decorativos Vaso Decorativo Plantas Antique 56 (46l) Cimento Queim Japi 46 l JVAQCQ56","Vaso Decorativo Plantas Antique 56 (46l) Cimento Queim Japi é indicado para quem busca uma compra mais segura, com identificação clara de produto, marca, modelo e medidas principais.   Características principais: Marca: Japi   SKU: JVAQCQ56   Capacidade: 46 l   Categoria: Vasos para Flores Confira as dimensões, compatibilidade e aplicação antes da compra. Imagens meramente ilustrativas. Principais atributos: 46l, 46 l. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Produto temporariamente sem estoque.",Japi,"Vasos Decorativos",471.23,0,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/7303063f03d1e5435ba8f604f5e867af.png,sem_estoque
JVAQAC56,vaso-decorativo-plantas-antique-56-46l-aco-corten-japi,"Vaso Decorativo Plantas Antique 56 (46l) Aco Corten Japi","Vasos Decorativos Vaso Decorativo Plantas Antique 56 (46l) Aco Corten Japi 55 cm 33 cm 31 cm JVAQAC56","Transforme ambientes internos e externos com o charme sofisticado da Floreira Antique 56 Ao Corten Japi. Com design inspirado em vasos artesanais clssicos e acabamento que reproduz o elegante efeito do ao corten, esta pea combina decorao e funcionalidade em um nico produto. Fabricada em polietileno rotomoldado de alta resistncia, a floreira leve, durvel e preparada para suportar sol, chuva e variaes climticas sem perder a beleza. Seu formato oval proporciona excelente espao para composio de flores, folhagens e arranjos ornamentais, valorizando jardins, varandas, reas gourmet, salas e ambientes comerciais. Alm do visual sofisticado, a linha Antique da Japi oferece acabamento premium com textura diferenciada e excelente durabilidade, ideal para projetos de paisagismo e decorao contempornea. Caractersticas Modelo: Antique 56 Cor: Ao Corten Material: Polietileno rotomoldado Uso interno e externo Resistente aos raios UV e intempries Leve e fcil de movimentar Alta durabilidade Design decorativo sofisticado Dimenses Aproximadas Comprimento: 55 cm Largura: 33 cm Altura: 31 cm Base: 33 x 11 cm Capacidade: 21 litros Ideal para Flores ornamentais Jardins e varandas Ambientes internos modernos Decorao de reas gourmet Projetos de paisagismo A Floreira Antique 56 Japi une resistncia, praticidade e elegncia para destacar qualquer ambiente com estilo sofisticado e contemporneo. Principais atributos: 46l, 55 cm, 33 cm, 31 cm, 11 cm, 21 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Produto temporariamente sem estoque.",Japi,"Vasos Decorativos",459.00,0,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/e6bcb05fc48a26c8b01cbaac7ae2355a.jpeg,sem_estoque
JCMCCQ35,vaso-match-35-16l-prato-cimento-queimado-japi,"Vaso Match 35 16L Prato Cimento Queimado Japi","Vasos Decorativos Vaso Match 35 16L Prato Cimento Queimado Japi 16 l JCMCCQ35","Vaso Match 35 16L Prato Cimento Queimado Japi é indicado para quem busca uma compra mais segura, com identificação clara de produto, marca, modelo e medidas principais.   Características principais: Marca: Japi   SKU: JCMCCQ35   Capacidade: 16 l   Categoria: Vasos para Flores Confira as dimensões, compatibilidade e aplicação antes da compra. Imagens meramente ilustrativas. Principais atributos: 16l, 16 l. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",349.00,1,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/64fd92220cca71461a7b95a831514317.jpg,
JVAQCQ55,vaso-decorativo-plantas-antique-55-75l-cimento-queimado-japi,"Vaso Decorativo Plantas Antique 55 (75l) Cimento Queim Japi","Vasos Decorativos Vaso Decorativo Plantas Antique 55 (75l) Cimento Queim Japi 55cm 51,5cm 43cm JVAQCQ55","O vaso Antique 55 na cor cimento queiamdo, é inspirado nas características estéticas dos antigos vasos moldados a mão. A Japi conta com processos de fabricação muito mais modernos, porém, a essência do design desses vasos perdurou por todos esses anos, fazendo que a linha Antique uma ótima escolha para sua loja! PRATO CORRESPONDENTE - JPRDAC41 DADOS TÉCNICOS Comprimento: 55cm Largura: 55cm Altura: 51,5cm Boca: 43cm Base: 36cm Volume: 75 litros Peso: 3250 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matéria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos após o recebimento Principais atributos: 75l, 55cm, 51,5cm, 43cm, 36cm, 75 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Produto temporariamente sem estoque.",Japi,"Vasos Decorativos",573.27,0,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/1bfbbf0dae9257aa83035649555bc5a8.png,sem_estoque
